Date (Tarih) ,Temperature (Sıcaklık) (°C) ,Dew Point (Çiğ Noktası) (°C) ,Humidity (Nem) % ,Wind Speed (Rüzgar Hızı) (mph) ,Pressure (Basınç) (in) ,Wind (Rüzgar Yönü) ,Condition (Durum)
2016-10-26   ,13.38                       ,7.97                         ,           71.44 ,                          9.46 ,                 29.81 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-27   ,12.97                       ,8.86                         ,           77.33 ,                         10.18 ,                 29.85 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-28   ,12.09                       ,8.99                         ,           82.73 ,                         16.69 ,                 29.99 ,Kuzeydoğu-Kuzey    ,Hafif Yağmur
2016-10-29   ,11.74                       ,8.94                         ,           84.96 ,                         12.24 ,                 29.92 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-10-30   ,11.7                        ,6.78                         ,           73.0  ,                          5.68 ,                 29.78 ,Batı               ,Çoğunlukla Bulutlu
2016-10-31   ,9.9                         ,3.07                         ,           64.02 ,                          6.25 ,                 29.82 ,Rüzgarsız          ,Açık
2016-11-01   ,7.85                        ,2.64                         ,           71.08 ,                          5.24 ,                 29.85 ,Rüzgarsız          ,Açık
2016-11-02   ,9.32                        ,2.77                         ,           65.71 ,                          3.52 ,                 29.84 ,Rüzgarsız          ,Açık
2016-11-03   ,13.74                       ,4.16                         ,           54.44 ,                          7.96 ,                 29.73 ,Güney              ,Açık
2016-11-04   ,12.8                        ,10.66                        ,           88.22 ,                         10.39 ,                 29.85 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-11-05   ,13.37                       ,11.84                        ,           90.12 ,                          1.02 ,                 29.82 ,Rüzgarsız          ,Çoğunlukla Bulutlu
2016-11-06   ,16.03                       ,11.55                        ,           75.5  ,                          6.15 ,                 29.7  ,Güneybatı          ,Açık
2016-11-07   ,19.16                       ,10.1                         ,           56.07 ,                         11.98 ,                 29.62 ,Güneybatı          ,Açık
2016-11-08   ,20.67                       ,10.08                        ,           51.96 ,                          5.9  ,                 29.58 ,Rüzgarsız          ,Açık
2016-11-09   ,21.05                       ,8.92                         ,           47.61 ,                          6.67 ,                 29.44 ,Rüzgarsız          ,Açık
2016-11-10   ,15.36                       ,10.7                         ,           74.08 ,                          9.76 ,                 29.54 ,Batı-Güneybatı     ,Çoğunlukla Bulutlu
2016-11-11   ,14.88                       ,10.84                        ,           76.45 ,                          4.47 ,                 29.74 ,Rüzgarsız          ,Parçalı Bulutlu
2016-11-12   ,15.39                       ,8.89                         ,           68.52 ,                          2.54 ,                 29.76 ,Rüzgarsız          ,Açık
2016-11-13   ,15.49                       ,8.42                         ,           64.0  ,                         12.88 ,                 29.65 ,Güneybatı          ,Açık
2016-11-14   ,8.72                        ,2.88                         ,           66.81 ,                         13.5  ,                 29.96 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-11-15   ,7.21                        ,2.35                         ,           71.69 ,                         15.12 ,                 30.02 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-11-16   ,5.88                        ,-1.12                        ,           62.08 ,                          7.67 ,                 29.95 ,Kuzey              ,Çoğunlukla Bulutlu
2016-11-17   ,6.42                        ,-0.61                        ,           63.35 ,                          2.54 ,                 29.93 ,Rüzgarsız          ,Açık
2016-11-18   ,8.98                        ,-0.1                         ,           56.04 ,                          2.94 ,                 29.96 ,Rüzgarsız          ,Açık
2016-11-19   ,10.08                       ,2.66                         ,           63.4  ,                          6.27 ,                 29.92 ,Kuzeydoğu          ,Açık
2016-11-20   ,9.61                        ,7.12                         ,           86.24 ,                          8.52 ,                 29.87 ,Kuzeydoğu          ,Açık
2016-11-21   ,10.21                       ,7.25                         ,           82.81 ,                          4.64 ,                 29.92 ,Rüzgarsız          ,Parçalı Bulutlu
2016-11-22   ,10.95                       ,7.45                         ,           79.35 ,                          9.6  ,                 29.95 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-11-23   ,10.43                       ,6.6                          ,           77.1  ,                          8.23 ,                 29.97 ,Kuzeydoğu          ,Parçalı Bulutlu
2016-11-24   ,9.85                        ,6.95                         ,           82.19 ,                          8.56 ,                 29.93 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2016-11-25   ,8.3                         ,5.68                         ,           83.73 ,                          4.08 ,                 29.83 ,Kuzeydoğu          ,Açık
2016-11-26   ,8.31                        ,5.7                          ,           83.96 ,                          5.76 ,                 29.82 ,Kuzeydoğu          ,Sislilik
2016-11-27   ,11.02                       ,5.76                         ,           72.62 ,                          5.28 ,                 29.66 ,Kuzeydoğu          ,Sislilik
2016-11-28   ,11.1                        ,9.77                         ,           92.12 ,                          8.6  ,                 29.53 ,Kuzeydoğu-Kuzey    ,29.55
2016-11-29   ,7.64                        ,6.46                         ,           92.52 ,                         17.4  ,                 29.6  ,Kuzeydoğu-Kuzey    ,29.64
2016-11-30   ,4.35                        ,2.08                         ,           85.29 ,                         21.69 ,                 29.79 ,Kuzeydoğu-Kuzey    ,29.81
2016-12-01   ,3.82                        ,-2.72                        ,           62.46 ,                         10.94 ,                 29.71 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-12-02   ,7.43                        ,0.71                         ,           62.96 ,                         16.9  ,                 29.51 ,Güneybatı          ,Çoğunlukla Bulutlu
2016-12-03   ,6.93                        ,-1.25                        ,           57.46 ,                          7.04 ,                 29.82 ,Batı-Kuzeybatı     ,Açık
2016-12-04   ,4.33                        ,-0.58                        ,           72.42 ,                          7.27 ,                 30.04 ,Kuzeydoğu          ,Açık
2016-12-05   ,3.69                        ,-0.87                        ,           74.27 ,                         10.33 ,                 30.16 ,Kuzeydoğu          ,Açık
2016-12-06   ,4.85                        ,0.31                         ,           74.4  ,                          8.08 ,                 29.99 ,Batı-Güneybatı     ,Açık
2016-12-07   ,6.23                        ,2.64                         ,           78.08 ,                         12.0  ,                 30.12 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2016-12-08   ,4.26                        ,-1.86                        ,           66.98 ,                          6.79 ,                 30.26 ,Kuzeydoğu          ,Açık
2016-12-09   ,7.54                        ,0.51                         ,           62.06 ,                         11.5  ,                 30.0  ,Batı-Güneybatı     ,Açık
2016-12-10   ,8.92                        ,4.68                         ,           75.15 ,                          8.21 ,                 29.87 ,Batı-Güneybatı     ,Açık
